index,query,reference_answer,true_topic,topic_for_routing,true_topic_source,topic_accuracy_eligible,predicted_topic,prediction_source,topic_correct,method,topic_source,routing_topic,bm25_weight,dense_weight,graph_profile,adaptation_target,strict_chunk_recall@5,strict_chunk_ndcg@5,strict_chunk_mrr@5,document_recall@5,document_ndcg@5,document_mrr@5,page_window_recall@5,faithfulness,answer_relevance,citation_correctness,citation_hit_rate,latency_ms,soft_Recall@5,max_soft_relevance,retrieval_signature,top_candidate_ids,gold_relevant_chunk_ids,gold_relevant_document_ids,gold_relevant_pages,answer_preview,retrieval_type,template_used,graph_hit_count,blended_chunk_count,weight_control_status,weight_attributes_updated,using_graphrag_executor,graph_db_ready,graph_node_count,run_mode,evaluation_status,eval_source,topic_accuracy_basis,peft_qlora_mode,composite_score
0,FeederBW low-voltage Netze BW one-minute feed-in installations weather metadata 200 feeders,"The answer should state that FeederBW contains real-world energy data from 200 low-voltage feeders, recorded by Netze BW over 2023-2025, with weather information, feeder metadata, low-carbon technology installation changes, high photovoltaic feed-in, and one-minute temporal resolution.",technology_innovation,technology_innovation,gold,True,climate_science,keyword_fallback,0,static_graphrag,none,none,0.5,0.5,balanced_evidence,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7273,0.8399,1.0,1.0,1859.0,1.0,1.0,chunk036782 > chunk036783 > chunk036851 > chunk036846 > chunk036814,chunk_036782;treutlein_2026_real_world_energy_data_200_feeders_low_voltage_2602_03521v1;both || chunk_036783;treutlein_2026_real_world_energy_data_200_feeders_low_voltage_2602_03521v1;hybrid || chunk_036851;treutlein_2026_real_world_energy_data_200_feeders_low_voltage_2602_03521v1;hybrid,['chunk_036782'],['treutlein_2026_real_world_energy_data_200_feeders_low_voltage_2602_03521v1'],[1],"The FeederBW dataset, provided by the German distribution system operator Netze BW, contains real-world energy data from 200 low-voltage feeders recorded between 2023 and 2025 (Treutlein et al., 2026, p. 1). This dataset is distinguished by its one-m",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.5,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,7.5672
9,AMOC rate-induced oscillatory bifurcations freshwater perturbations lower branch tipping instability solely determined,"The answer should explain that AMOC tipping can depend on the rate and shape of freshwater perturbations, not only the total amount added. Shorter, more intense perturbations can be more effective at inducing tipping onto a lower branch.",climate_science,climate_science,gold,True,policy_governance,river,0,feedback_adaptive_graphrag,river + FeedbackAdapter,policy_governance,0.35,0.65,policy_citation_evidence,BM25/dense weights; graph profile logged if supported,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5758,0.6838,1.0,1.0,2535.0,1.0,0.3704,chunk036514 > chunk036521 > chunk024912 > chunk036179 > chunk036782,chunk_036514;alkhayuon_2019_basin_bifurcations_oscillatory_instability_rate_induced_thresholds_amoc_1901_10111v2;hybrid || chunk_036521;alkhayuon_2019_basin_bifurcations_oscillatory_instability_rate_induced_thresholds_amoc_1901_10111v2;hybrid || chunk_024912;riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014;graph,['chunk_036501'],['alkhayuon_2019_basin_bifurcations_oscillatory_instability_rate_induced_thresholds_amoc_1901_10111v2'],[17],"The provided evidence indicates that AMOC tipping can be rate-dependent, meaning that the speed of freshwater perturbations or greenhouse gas increases can trigger instability even when a more gradual change toward the same state would not (Alkhayuon",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.65->0.35,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,5.2596
10,BECCS CCS negative emissions technologies ambitious stringent climate targets primaryenergy syngas extract flue gas,"The answer should state that CCS becomes more important as climate targets become more stringent. It should mention BECCS and other negative-emissions technologies, possible BECCS contribution to global primary energy in ambitious scenarios, and that many CCS processes extract CO2 from flue gas or syngas.",mitigation,mitigation,gold,True,mitigation,river,1,static_graphrag,none,none,0.5,0.5,balanced_evidence,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.527,0.5714,0.0,1.0,13340.0,1.0,0.3143,chunk025016 > chunk032901 > chunk000466 > chunk031682 > chunk032905,chunk_025016;riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014;hybrid || chunk_032901;yang_2022_circular_economy_strategies_combating_climate_change_other_environmental_w4294733719;hybrid || chunk_000466;staffell_2018_role_hydrogen_fuel_cells_global_energy_system_w2905218447;hybrid,['chunk_035143'],['bui_2018_carbon_capture_storage_ccs_way_forward_w2784350055'],[84],"Carbon capture and storage (CCS) is considered a highly attractive technology for reducing greenhouse gas emissions from the energy sector, potentially serving as a critical component in meeting climate mitigation targets (Vuuren et al., 2007, p. 34)",hybrid_fallback,graphrag_country_policy_target,0,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.35->0.5,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,1.0984
10,BECCS CCS negative emissions technologies ambitious stringent climate targets primaryenergy syngas extract flue gas,"The answer should state that CCS becomes more important as climate targets become more stringent. It should mention BECCS and other negative-emissions technologies, possible BECCS contribution to global primary energy in ambitious scenarios, and that many CCS processes extract CO2 from flue gas or syngas.",mitigation,mitigation,gold,True,mitigation,river,1,topic_gated_graphrag,river,mitigation,0.55,0.45,emissions_policy_evidence,BM25/dense weights + graph profile signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.527,0.5714,0.0,1.0,3569.0,1.0,0.3143,chunk025016 > chunk032901 > chunk000466 > chunk031682 > chunk032905,chunk_025016;riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014;hybrid || chunk_032901;yang_2022_circular_economy_strategies_combating_climate_change_other_environmental_w4294733719;hybrid || chunk_000466;staffell_2018_role_hydrogen_fuel_cells_global_energy_system_w2905218447;hybrid,['chunk_035143'],['bui_2018_carbon_capture_storage_ccs_way_forward_w2784350055'],[84],"Carbon capture and storage (CCS) is considered a highly attractive technology for reducing greenhouse gas emissions from the energy sector, potentially serving as a critical component in meeting climate mitigation targets (Vuuren et al., 2007, p. 34)",hybrid_fallback,graphrag_country_policy_target,0,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.55,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,1.0984
10,BECCS CCS negative emissions technologies ambitious stringent climate targets primaryenergy syngas extract flue gas,"The answer should state that CCS becomes more important as climate targets become more stringent. It should mention BECCS and other negative-emissions technologies, possible BECCS contribution to global primary energy in ambitious scenarios, and that many CCS processes extract CO2 from flue gas or syngas.",mitigation,mitigation,gold,True,mitigation,river,1,feedback_adaptive_graphrag,river + FeedbackAdapter,mitigation,0.5,0.5,emissions_policy_evidence,BM25/dense weights; graph profile logged if supported,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.527,0.5714,0.0,1.0,2303.0,1.0,0.3143,chunk025016 > chunk032901 > chunk000466 > chunk031682 > chunk032905,chunk_025016;riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014;hybrid || chunk_032901;yang_2022_circular_economy_strategies_combating_climate_change_other_environmental_w4294733719;hybrid || chunk_000466;staffell_2018_role_hydrogen_fuel_cells_global_energy_system_w2905218447;hybrid,['chunk_035143'],['bui_2018_carbon_capture_storage_ccs_way_forward_w2784350055'],[84],"Carbon capture and storage (CCS) is considered a highly attractive technology for reducing greenhouse gas emissions from the energy sector, potentially serving as a critical component in meeting climate mitigation targets (Vuuren et al., 2007, p. 34)",hybrid_fallback,graphrag_country_policy_target,0,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.55->0.5,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,1.0984
11,tolimit forcingfromrcp ofgreenhouse ncentration asabaseline ponses ationpathways toclimatechange co-benefits comparatively,The answer should say that RCP8.5 can be used as a baseline to explore scenario variants with different greenhouse-gas mitigation policies. The cited evidence says lower forcing comparable to other RCPs may be technically possible and that policy-driven energy changes can create co-benefits such as local air-pollution reduction.,policy_governance,policy_governance,gold,True,technology_innovation,river,0,static_graphrag,none,none,0.5,0.5,balanced_evidence,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4462,0.3793,1.0,1.0,7871.0,1.0,1.0,chunk024912 > chunk015423 > chunk028236 > chunk015422 > chunk037641,chunk_024912;riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014;both || chunk_015423;scherrer_2011_helioseismic_magnetic_imager_hmi_investigation_solar_dynamics_observatory_w2111078819;hybrid || chunk_028236;fischer_2005_socio_economic_climate_change_impacts_agriculture_integrated_assessment_w2097428353;hybrid,['chunk_024912'],['riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014'],[1],"Research indicates that it is technically possible to limit radiative forcing from the RCP8.5 scenario to lower levels, specifically within the range of 2.6 to 6 W/m², by applying different degrees of greenhouse gas mitigation policies (Riahi et al.,",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.5,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,6.8255
11,tolimit forcingfromrcp ofgreenhouse ncentration asabaseline ponses ationpathways toclimatechange co-benefits comparatively,The answer should say that RCP8.5 can be used as a baseline to explore scenario variants with different greenhouse-gas mitigation policies. The cited evidence says lower forcing comparable to other RCPs may be technically possible and that policy-driven energy changes can create co-benefits such as local air-pollution reduction.,policy_governance,policy_governance,gold,True,technology_innovation,river,0,topic_gated_graphrag,river,technology_innovation,0.45,0.55,technology_solution_evidence,BM25/dense weights + graph profile signal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4462,0.3793,1.0,1.0,2337.0,1.0,1.0,chunk024912 > chunk015423 > chunk028236 > chunk015422 > chunk037641,chunk_024912;riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014;both || chunk_015423;scherrer_2011_helioseismic_magnetic_imager_hmi_investigation_solar_dynamics_observatory_w2111078819;hybrid || chunk_028236;fischer_2005_socio_economic_climate_change_impacts_agriculture_integrated_assessment_w2097428353;hybrid,['chunk_024912'],['riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014'],[1],"Research indicates that it is technically possible to limit radiative forcing from the RCP8.5 scenario to lower levels, specifically within the range of 2.6 to 6 W/m², by applying different degrees of greenhouse gas mitigation policies (Riahi et al.,",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.45,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,6.8255
11,tolimit forcingfromrcp ofgreenhouse ncentration asabaseline ponses ationpathways toclimatechange co-benefits comparatively,The answer should say that RCP8.5 can be used as a baseline to explore scenario variants with different greenhouse-gas mitigation policies. The cited evidence says lower forcing comparable to other RCPs may be technically possible and that policy-driven energy changes can create co-benefits such as local air-pollution reduction.,policy_governance,policy_governance,gold,True,technology_innovation,river,0,feedback_adaptive_graphrag,river + FeedbackAdapter,technology_innovation,0.25,0.75,technology_solution_evidence,BM25/dense weights; graph profile logged if supported,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4462,0.3793,1.0,1.0,1203.0,1.0,1.0,chunk024912 > chunk015423 > chunk028236 > chunk015422 > chunk037641,chunk_024912;riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014;both || chunk_015423;scherrer_2011_helioseismic_magnetic_imager_hmi_investigation_solar_dynamics_observatory_w2111078819;hybrid || chunk_028236;fischer_2005_socio_economic_climate_change_impacts_agriculture_integrated_assessment_w2097428353;hybrid,['chunk_024912'],['riahi_2011_rcp_8_5_scenario_comparatively_high_greenhouse_gas_w1997065014'],[1],"Research indicates that it is technically possible to limit radiative forcing from the RCP8.5 scenario to lower levels, specifically within the range of 2.6 to 6 W/m², by applying different degrees of greenhouse gas mitigation policies (Riahi et al.,",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.45->0.25,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,6.8255
12,post-COVID green stimulus mid-century warming trajectory short-lived pollutants SO2 negative aerosol forcing cancel,"The answer should explain that short-term emission and pollutant changes may have partly offsetting warming/cooling effects, but recovery investment choices can strongly affect the warming trajectory by mid-century. A green stimulus can help keep long-term temperature goals within reach.",mitigation,mitigation,gold,True,mitigation,river,1,static_graphrag,none,none,0.5,0.5,balanced_evidence,none,1.0,1.0,1.0,1.0,0.9469024295259745,1.0,1.0,0.7432,0.7525,1.0,1.0,76042.0,1.0,1.0,chunk045100 > chunk045099 > chunk024759 > chunk024760 > chunk045098,chunk_045100;forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739;both || chunk_045099;forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739;hybrid || chunk_024759;smith_2023_climate_uncertainty_impacts_optimal_mitigation_pathways_social_cost_2304_08957v3;hybrid,['chunk_045100'],['forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739'],[6],"According to research on the post-COVID-19 economic recovery, shifts in behavior and reductions in short-lived pollutants—specifically SO₂—cause warming by weakening negative aerosol forcing (Forster et al., 2020, p. 6). In simulations, these two eff",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.25->0.5,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,7.442602429525975
12,post-COVID green stimulus mid-century warming trajectory short-lived pollutants SO2 negative aerosol forcing cancel,"The answer should explain that short-term emission and pollutant changes may have partly offsetting warming/cooling effects, but recovery investment choices can strongly affect the warming trajectory by mid-century. A green stimulus can help keep long-term temperature goals within reach.",mitigation,mitigation,gold,True,mitigation,river,1,topic_gated_graphrag,river,mitigation,0.55,0.45,emissions_policy_evidence,BM25/dense weights + graph profile signal,1.0,1.0,1.0,1.0,0.9469024295259745,1.0,1.0,0.7432,0.7525,1.0,1.0,2409.0,1.0,1.0,chunk045100 > chunk045099 > chunk024759 > chunk024760 > chunk045098,chunk_045100;forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739;both || chunk_045099;forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739;hybrid || chunk_024759;smith_2023_climate_uncertainty_impacts_optimal_mitigation_pathways_social_cost_2304_08957v3;hybrid,['chunk_045100'],['forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739'],[6],"According to research on the post-COVID-19 economic recovery, shifts in behavior and reductions in short-lived pollutants—specifically SO₂—cause warming by weakening negative aerosol forcing (Forster et al., 2020, p. 6). In simulations, these two eff",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.55,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,7.442602429525975
12,post-COVID green stimulus mid-century warming trajectory short-lived pollutants SO2 negative aerosol forcing cancel,"The answer should explain that short-term emission and pollutant changes may have partly offsetting warming/cooling effects, but recovery investment choices can strongly affect the warming trajectory by mid-century. A green stimulus can help keep long-term temperature goals within reach.",mitigation,mitigation,gold,True,mitigation,river,1,feedback_adaptive_graphrag,river + FeedbackAdapter,mitigation,0.45,0.55,emissions_policy_evidence,BM25/dense weights; graph profile logged if supported,1.0,1.0,1.0,1.0,0.9469024295259745,1.0,1.0,0.7432,0.7525,1.0,1.0,4597.0,1.0,1.0,chunk045100 > chunk045099 > chunk024759 > chunk024760 > chunk045098,chunk_045100;forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739;both || chunk_045099;forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739;hybrid || chunk_024759;smith_2023_climate_uncertainty_impacts_optimal_mitigation_pathways_social_cost_2304_08957v3;hybrid,['chunk_045100'],['forster_2020_current_future_global_climate_impacts_resulting_covid_19_w3048190739'],[6],"According to research on the post-COVID-19 economic recovery, shifts in behavior and reductions in short-lived pollutants—specifically SO₂—cause warming by weakening negative aerosol forcing (Forster et al., 2020, p. 6). In simulations, these two eff",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.55->0.45,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,7.442602429525975
13,Li metal low Coulombic efficiency short battery life graphene oxide hosts high Ni Li-rich cathodes commercialization,"The answer should identify limitations such as low cycling Coulombic efficiency, short battery life, and safety concerns that prevent commercialization. It should mention improvement pathways including nanoscale design, electrolyte additives, solid-state electrolytes, graphene oxide hosts, and high-Ni/Li-rich cathodes.",technology_innovation,technology_innovation,gold,True,technology_innovation,river,1,static_graphrag,none,none,0.5,0.5,balanced_evidence,none,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6375,0.8889,1.0,1.0,7213.0,1.0,1.0,chunk029715 > chunk042154 > chunk042149 > chunk042228 > chunk042179,chunk_029715;chu_2016_path_sustainable_energy_w2564178799;both || chunk_042154;liu_2019_pathways_practical_high_energy_long_cycling_lithium_metal_w2916252188;hybrid || chunk_042149;liu_2019_pathways_practical_high_energy_long_cycling_lithium_metal_w2916252188;hybrid,['chunk_029715'],['chu_2016_path_sustainable_energy_w2564178799'],[6],"Current barriers to the commercialization of Li metal batteries include low cycling Coulombic efficiency, short battery life, and safety concerns (Chu et al., 2016, p. 6). To address these limitations, researchers are exploring strategies such as nan",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.45->0.5,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,7.526400000000001
13,Li metal low Coulombic efficiency short battery life graphene oxide hosts high Ni Li-rich cathodes commercialization,"The answer should identify limitations such as low cycling Coulombic efficiency, short battery life, and safety concerns that prevent commercialization. It should mention improvement pathways including nanoscale design, electrolyte additives, solid-state electrolytes, graphene oxide hosts, and high-Ni/Li-rich cathodes.",technology_innovation,technology_innovation,gold,True,technology_innovation,river,1,topic_gated_graphrag,river,technology_innovation,0.45,0.55,technology_solution_evidence,BM25/dense weights + graph profile signal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6375,0.8889,1.0,1.0,2535.0,1.0,1.0,chunk029715 > chunk042154 > chunk042149 > chunk042228 > chunk042179,chunk_029715;chu_2016_path_sustainable_energy_w2564178799;both || chunk_042154;liu_2019_pathways_practical_high_energy_long_cycling_lithium_metal_w2916252188;hybrid || chunk_042149;liu_2019_pathways_practical_high_energy_long_cycling_lithium_metal_w2916252188;hybrid,['chunk_029715'],['chu_2016_path_sustainable_energy_w2564178799'],[6],"Current barriers to the commercialization of Li metal batteries include low cycling Coulombic efficiency, short battery life, and safety concerns (Chu et al., 2016, p. 6). To address these limitations, researchers are exploring strategies such as nan",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.45,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,7.526400000000001
13,Li metal low Coulombic efficiency short battery life graphene oxide hosts high Ni Li-rich cathodes commercialization,"The answer should identify limitations such as low cycling Coulombic efficiency, short battery life, and safety concerns that prevent commercialization. It should mention improvement pathways including nanoscale design, electrolyte additives, solid-state electrolytes, graphene oxide hosts, and high-Ni/Li-rich cathodes.",technology_innovation,technology_innovation,gold,True,technology_innovation,river,1,feedback_adaptive_graphrag,river + FeedbackAdapter,technology_innovation,0.2,0.8,technology_solution_evidence,BM25/dense weights; graph profile logged if supported,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6375,0.8889,1.0,1.0,5996.0,1.0,1.0,chunk029715 > chunk042154 > chunk042149 > chunk042228 > chunk042179,chunk_029715;chu_2016_path_sustainable_energy_w2564178799;both || chunk_042154;liu_2019_pathways_practical_high_energy_long_cycling_lithium_metal_w2916252188;hybrid || chunk_042149;liu_2019_pathways_practical_high_energy_long_cycling_lithium_metal_w2916252188;hybrid,['chunk_029715'],['chu_2016_path_sustainable_energy_w2564178799'],[6],"Current barriers to the commercialization of Li metal batteries include low cycling Coulombic efficiency, short battery life, and safety concerns (Chu et al., 2016, p. 6). To address these limitations, researchers are exploring strategies such as nan",graph_guided,graphrag_finding_document_grounding,5,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.45->0.2,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,7.526400000000001
14,nano fertilizers foliar entry root entry stomata hydathodes wounds root hairs rhizodermis targeted nutrients contamination,"The answer should explain that nano fertilizers can deliver nutrients through foliar and root entry pathways, including stomata, hydathodes, wounds, root hairs, and rhizodermis. It should mention targeted nutrient delivery and reduced contamination of water bodies and the environment.",adaptation,adaptation,gold,True,policy_governance,river,0,static_graphrag,none,none,0.5,0.5,balanced_evidence,none,0.0,0.0,0.0,1.0,0.6934264036172708,0.5,1.0,0.3333,0.6266,1.0,1.0,4513.0,1.0,0.1935,chunk030207 > chunk032339 > chunk032343 > chunk018638 > chunk020131,chunk_030207;stagnari_2017_multiple_benefits_legumes_agriculture_sustainability_overview_w2572303659;hybrid || chunk_032339;mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864;hybrid || chunk_032343;mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864;hybrid,['chunk_032344'],['mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864'],[17],"Nano fertilizers can be applied directly to soil or leaves, with their small size (up to 20 nm) allowing them to pass through plant cell wall pores to facilitate nutrient uptake (Mittal et al., 2020, p. 17). While these fertilizers are considered env",hybrid_fallback,graphrag_country_policy_target,0,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.2->0.5,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,5.153326403617271
14,nano fertilizers foliar entry root entry stomata hydathodes wounds root hairs rhizodermis targeted nutrients contamination,"The answer should explain that nano fertilizers can deliver nutrients through foliar and root entry pathways, including stomata, hydathodes, wounds, root hairs, and rhizodermis. It should mention targeted nutrient delivery and reduced contamination of water bodies and the environment.",adaptation,adaptation,gold,True,policy_governance,river,0,topic_gated_graphrag,river,policy_governance,0.65,0.35,policy_citation_evidence,BM25/dense weights + graph profile signal,0.0,0.0,0.0,1.0,0.6934264036172708,0.5,1.0,0.3333,0.6266,1.0,1.0,1761.0,1.0,0.1935,chunk030207 > chunk032339 > chunk032343 > chunk018638 > chunk020131,chunk_030207;stagnari_2017_multiple_benefits_legumes_agriculture_sustainability_overview_w2572303659;hybrid || chunk_032339;mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864;hybrid || chunk_032343;mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864;hybrid,['chunk_032344'],['mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864'],[17],"Nano fertilizers can be applied directly to soil or leaves, with their small size (up to 20 nm) allowing them to pass through plant cell wall pores to facilitate nutrient uptake (Mittal et al., 2020, p. 17). While these fertilizers are considered env",hybrid_fallback,graphrag_country_policy_target,0,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.5->0.65,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,5.153326403617271
14,nano fertilizers foliar entry root entry stomata hydathodes wounds root hairs rhizodermis targeted nutrients contamination,"The answer should explain that nano fertilizers can deliver nutrients through foliar and root entry pathways, including stomata, hydathodes, wounds, root hairs, and rhizodermis. It should mention targeted nutrient delivery and reduced contamination of water bodies and the environment.",adaptation,adaptation,gold,True,policy_governance,river,0,feedback_adaptive_graphrag,river + FeedbackAdapter,policy_governance,0.3,0.7,policy_citation_evidence,BM25/dense weights; graph profile logged if supported,0.0,0.0,0.0,1.0,0.6934264036172708,0.5,1.0,0.3333,0.6266,1.0,1.0,7873.0,1.0,0.1935,chunk030207 > chunk032339 > chunk032343 > chunk018638 > chunk020131,chunk_030207;stagnari_2017_multiple_benefits_legumes_agriculture_sustainability_overview_w2572303659;hybrid || chunk_032339;mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864;hybrid || chunk_032343;mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864;hybrid,['chunk_032344'],['mittal_2020_nanoparticle_sustainable_agriculture_food_science_recent_advances_future_w3108609864'],[17],"Nano fertilizers can be applied directly to soil or leaves, with their small size (up to 20 nm) allowing them to pass through plant cell wall pores to facilitate nutrient uptake (Mittal et al., 2020, p. 17). While these fertilizers are considered env",hybrid_fallback,graphrag_country_policy_target,0,16,applied,GraphRAGExecutor.blender.hybrid_retriever.bm25_weight:0.65->0.3,True,True,552,final,final_d3_gold_run,d3_gold_qa.csv,gold_true_topic_only,trained_adapter_compared,5.153326403617271
