index,phase,query,actual_topic,predicted_topic,topic_confidence,routing_reason,bm25_weight,dense_weight,updated_bm25_weight,updated_dense_weight,feedback_helpful,feedback_reason,update_note,top_doc_id,top_doc_topic,recall@5,citation_hit,latency_ms
562,stable_post_drift,UAE hosted COP28 documents on loss and damage and adaptation finance for the project report,uae_cop28,uae_cop28,0.9998748498836395,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_025576,"adaptation, climate_finance, mitigation, policy_governance",0.0,0.0,265.6451999937417
564,stable_post_drift,mitigation route for national carbon budget after global stocktake focusing on renewables,mitigation,mitigation,0.9999009493436377,adaptive_confident_topic,0.42,0.58,0.4,0.6,False,keyword_mismatch,updated_after_2_failures,chunk_029280,climate_science,0.0,0.0,220.19929999078158
565,stable_post_drift,carbon capture technology evidence after COP28 transition goals with source support,technology_innovation,technology_innovation,0.9995575066794644,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_048106,"climate_science, mitigation, policy_governance",0.0,0.0,197.34820000303444
574,stable_post_drift,carbon capture technology evidence after COP28 transition goals from the climate PDFs,technology_innovation,technology_innovation,0.9978796738768699,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_034934,mitigation,0.0,0.0,225.1150000083726
579,stable_post_drift,Dubai COP28 agreement evidence for transition away from fossil fuels focusing on loss and damage,uae_cop28,uae_cop28,0.9999481698228495,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_026571,energy_transition,0.0,0.0,259.3099999940023
583,stable_post_drift,UAE consensus evidence on energy transition and global stocktake from the climate PDFs,uae_cop28,uae_cop28,0.9999847028500117,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_007582,climate_science,0.0,0.0,241.7967000073986
587,stable_post_drift,AI enabled climate monitoring and early warning innovation focusing on AI,technology_innovation,technology_innovation,0.9999969047608145,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_048643,"climate_ai, policy_governance, sustainability",0.0,0.0,208.04309999221005
591,stable_post_drift,green hydrogen innovation for industrial decarbonization in the evidence graph,technology_innovation,technology_innovation,0.9999932740994264,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_027600,"climate_science, energy_transition, mitigation, renewable_energy",0.0,0.0,199.17560000612866
596,stable_post_drift,find evidence on carbon capture technology evidence after COP28 transition goals,technology_innovation,technology_innovation,0.9994392554560739,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_048106,"climate_science, mitigation, policy_governance",0.0,0.0,198.4026999998605
597,stable_post_drift,UAE consensus evidence on energy transition and global stocktake focusing on COP28,uae_cop28,uae_cop28,0.9999911176979438,adaptive_confident_topic,0.75,0.25,0.75,0.25,False,missed_exact_policy,updated_after_2_failures,chunk_026183,"adaptation, sustainability",0.0,0.0,220.63510000589304
600,stable_post_drift,green hydrogen innovation for industrial decarbonization for the project report,technology_innovation,technology_innovation,0.9999965584475523,adaptive_confident_topic,0.25,0.75,0.25,0.75,False,keyword_mismatch,updated_after_2_failures,chunk_027600,"climate_science, energy_transition, mitigation, renewable_energy",0.0,0.0,195.31749999441672
